id,sourceId,name,country,city,category,type,investor,architect,gba,gla,openingYear,scope,businessLines,status,lat,lng,coordinateAccuracy,verification,coordinateSource,geocodeMethod,inferredLocation,source,sourceDate,dataVersion
portfolio-063,63,MediaPark Karatash,Uzbekistan,Tashkent,Community / Neighborhood Mall,mall,AKFA Group (Atlas),Prime Tower LLC,13800.0,11500.0,2015,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Management | Marketing,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,41.32069,69.1798,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-064,64,MediaPark Kokand,Uzbekistan,Kokand,Community / Neighborhood Mall,mall,AKFA Group (Atlas),Prime Tower LLC,1800.0,1740.0,2015,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Management | Marketing,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,40.5286,70.9425,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-065,65,MediaPark Sergeli,Uzbekistan,Tashkent (Sergeli),Community / Neighborhood Mall,mall,AKFA Group (Atlas),Prime Tower LLC,5600.0,4272.0,2016,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Management | Marketing,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,41.2995,69.2401,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-066,66,Mega Center Zarafshon,Uzbekistan,Zarafshan,Community / Neighborhood Mall,mall,Oila Group,Marjonabegim Jozibasi LLC,8000.0,6800.0,2022,Concept Design | Retail Strategy | Merchandise Mix | Zoning | Design / Architecture Advisory,Advisory,completed,41.5744,64.2036,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-067,67,Mirbozor,Uzbekistan,Samarkand region,Regional Bazaar,mall,Narpay Holding LLC,Reventt LLC,207000.0,98600.0,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management Advisory | Marketing Advisory,Advisory | Property & Asset Management | Marketing,unknown,39.61668,66.98728,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-068,68,Navoi City Park,Uzbekistan,Navoi,Amusement park,other,Navoi Viloyat Hokimiyati,Shaxarsozlik LITI,300000.0,15000.0,2027,Concept Design | Retail Strategy | Merchandise Mix | Zoning | Design / Architecture Advisory,Advisory,pipeline,40.0844,65.3792,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-069,69,Navoi Mall,Uzbekistan,Navoi,Regional Mall,mall,Oila Group,Reventt LLC,56000.0,29900.0,2028,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing Advisory | Management Advisory,Advisory | Leasing & Sales | Property & Asset Management | Marketing,pipeline,40.07408,65.39156,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-070,70,Nukus Panorama (Exo Bazar),Uzbekistan,Nukus,Community / Neighborhood Mall,mall,TRTS NUKUS ECO BAZAR LLC,Prime Tower LLC,25000.0,17300.0,2023,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,completed,42.46,59.61,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-071,71,Olmazor City (retail),Uzbekistan,Tashkent,Street Retail,street,AKFA Group (Atlas),Prime Tower LLC,25000.0,20000.0,2021,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Design / Architecture Advisory,Advisory,completed,41.31566,69.3087,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-072,72,Oqtosh Avenue Hotel,Uzbekistan,Oqtosh (Tashkent region),Resort Hotel,hotel,Oqtosh Avenue LLC,"Reventt LLC, Safronova",10200.0,10200.0,2027,Concept Design | Zoning | Design / Architecture Advisory,Advisory,pipeline,41.3,69.8,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-073,73,Pixel Buyuk Ipak Yuli,Uzbekistan,Tashkent,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,100.0,100.0,2019,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,41.24932,69.20142,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-074,74,Pixel Chilanzar,Uzbekistan,Tashkent,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,1500.0,1500.0,2018,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,41.36005,69.22237,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-075,75,Pixel Fergana,Uzbekistan,Fergana,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,550.0,550.0,2019,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,40.37388,71.79671,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-076,76,Pixel Karshi,Uzbekistan,Karshi,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,200.0,200.0,2019,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,38.85638,65.81214,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-077,77,Pixel Samarkand,Uzbekistan,Samarkand,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,225.0,225.0,2019,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,39.61668,66.98728,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-078,78,Pixel Yunus Abad,Uzbekistan,Tashkent (Yunusabad),Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,300.0,300.0,2019,Market Research | Concept Design | Retail Strategy | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management | Marketing,Advisory | Property & Asset Management | Marketing,completed,41.28918,69.25269,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-079,79,Samarqand (Mixed-use),Uzbekistan,Samarkand,Mixed-Use,mixed,Sanjar Makhmudov,Ravoq LLC,14800.0,11500.0,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management Advisory | Marketing Advisory,Advisory | Property & Asset Management | Marketing,unknown,39.62857,66.95172,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-080,80,Sapphire Terrace,Uzbekistan,Tashkent,Community / Neighborhood Mall,mall,Construction Technology,Surur Dizayn Servis,12000.0,10000.0,2026,Concept Design | Retail Strategy | Merchandise Mix | Zoning | Design / Architecture Advisory,Advisory,completed,41.26154,69.31192,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-081,81,Sohil boyi,Uzbekistan,Samarkand region,Lifestyle Centre,mall,Narpay Holding LLC,Reventt LLC,23000.0,18000.0,2027,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Management Advisory | Marketing Advisory,Advisory | Property & Asset Management | Marketing,pipeline,39.62857,66.95172,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-082,82,Tashkent City Boulevard,Uzbekistan,Tashkent,Street Retail,street,AKFA Group,"Özgüven Mimarlık, Prime Tower LLC",35000.0,27000.0,2020,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing,Advisory | Leasing & Sales | Marketing,completed,41.29051,69.14771,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-083,83,Tashkent City Gardens Residence (retail),Uzbekistan,Tashkent,Street Retail,street,AKFA Group,"Özgüven Mimarlık, Prime Tower LLC",10000.0,7500.0,2020,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing,Advisory | Leasing & Sales | Marketing,completed,41.35608,69.30364,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-084,84,Tashkent City Park,Uzbekistan,Tashkent,Amusement park,other,AKFA Group,"Özgüven Mimarlık, Prime Tower LLC",140000.0,1380.0,2020,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing | Management,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,41.22157,69.24438,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-085,85,Uchquduq Mall,Uzbekistan,Uchquduq (Navoi region),Regional Mall,mall,Oila Group,N/A,7200.0,5400.0,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing Advisory | Management Advisory,Advisory | Leasing & Sales | Property & Asset Management | Marketing,unknown,42.1561,63.5586,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-086,86,Zarafshon (Kindergarten),Uzbekistan,Zarafshon,Community / Neighborhood Mall,mall,Elmurod Amonov,Reventt LLC,3000.0,2850.0,2026,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,completed,41.56408,64.21624,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-087,87,Zenit,Uzbekistan,Tashkent,Street retail,street,N/A,Prime Tower LLC,15000.0,11500.0,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory | Marketing,Advisory | Marketing,unknown,41.35763,69.16305,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-088,88,Atlas Mebel,Uzbekistan,Tashkent,Family entertainment centre,mall,AKFA Group (Atlas),Prime Tower LLC,10000.0,8500.0,2017,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Management | Marketing,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,41.29552,69.35444,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-089,89,Jartepa Bazaar,Uzbekistan,Samarkand region,Regional Bazaar,mall,N/A,Ravoq LLC,100000.0,31000.0,2026,Concept Design | Retail Strategy | Zoning | Design / Architecture Advisory,Advisory,completed,39.64039,66.99767,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-090,90,Creative Avenue,Uzbekistan,Tashkent,Creative Cluster,other,VELION CREATIVE LLC,Akitekt,21400.0,17600.0,2026,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Tenant Mix | Leasing | Design / Architecture Advisory | Marketing Advisory | Management Advisory,Advisory | Leasing & Sales | Property & Asset Management | Marketing,completed,41.24184,69.1482,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-091,91,Buyuk Ipak Yuli BC,Uzbekistan,Tashkent,Business Centre,office,,,,,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,unknown,41.276934,69.218626,city_approximate,needs_review,CASE projects list.xlsx · inferred city,inferred_city,True,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-092,92,Sayram BC,Uzbekistan,Tashkent,Business Centre,office,,,,,,,Advisory,unknown,41.302301,69.227832,city_approximate,needs_review,CASE projects list.xlsx · inferred city,inferred_city,True,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-093,93,Samsung BC,Uzbekistan,Tashkent,Business Centre,office,,,,,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,unknown,41.314564,69.217462,city_approximate,needs_review,CASE projects list.xlsx · inferred city,inferred_city,True,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-094,94,Dushanbe Towers 2,Tajikistan,Dushanbe,Mixed-Use,mixed,,,,,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,unknown,38.526014,68.783231,city_approximate,needs_review,CASE projects list.xlsx · inferred city,inferred_city,True,CASE projects list.xlsx,2026-07-20,4.9.3
portfolio-095,95,Margilon City Mall 2,Uzbekistan,Margilon,Regional Mall,mall,Burch LLC,Reventt LLC,,,,Market Research | Concept Design | Retail Strategy | Merchandise Mix | Zoning | Financial Feasibility Analysis | Design / Architecture Advisory,Advisory,unknown,40.46078,71.73713,city_geocoded,needs_review,CASE Portfolio GeoJSON · city-level geocode,city,False,CASE projects list.xlsx,2026-07-20,4.9.3
