queue_id,canonical_name,main_category,subcategory,research_section,district,address,latitude,longitude,notes,primary_source,source_url,coordinate_status,verification_status,priority,data_collected_at
RQ-ea84fed96623,Optimist,Торговля и рынки,optics chain,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,"Optics salon chain with glasses, lenses, delivery across Uzbekistan",instagram.com,https://www.instagram.com/optimistoptics/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-dcaa8d914d92,Bliss,Торговля и рынки,optics salon,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Optics salon offering vision diagnostics and made-to-order eyewear,bliss-optika.uz,https://bliss-optika.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-b1428823264e,Я родился (Ya Rodilsya),Торговля и рынки,children's goods store chain,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,"Described as the first children's-store chain in Tashkent, selling nutrition, toys, bikes, strollers",yarodilsya.uz,https://yarodilsya.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-bd757a5ee2e3,Chicco Baby,Торговля и рынки,baby goods store,Стрит-ритейл (street_retail) (38 объектов найдено),Chilanzar (Bunyodkor prospect),,,,"Located on Bunyodkor Prospect in Chilanzar district, near Sultan Ahmet restaurant",chiccobaby.uz,https://chiccobaby.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-c2a6016b6591,Kidsland,Торговля и рынки,toy store,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Toy retailer offering a wide range of products for children of all ages,kidsland.uz,https://kidsland.uz,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-58806196cd8f,Golden Toys,Торговля и рынки,toy & children's goods store,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Online and retail toy/children's goods store,goldentoys.uz,https://goldentoys.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-78c623666b82,Kanstik,Торговля и рынки,stationery chain,Стрит-ритейл (street_retail) (38 объектов найдено),citywide chain,,,,Described as the largest stationery-store chain in Uzbekistan,kanstik.uz,https://kanstik.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2e8ba560678a,Centrum,Торговля и рынки,stationery store,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,"School, office and craft stationery retailer with citywide delivery",centrum.gl.uz,https://centrum.gl.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-163c3bc3a0b0,KLASS (kanstovari.uz),Торговля и рынки,stationery chain,Стрит-ритейл (street_retail) (38 объектов найдено),Mirzo-Ulugbek (Karasu),,,,"Stationery chain with multiple branches; one location at Karasu-1, house 13 AB, Mirzo-Ulugbek district",kanstovari.uz,https://kanstovari.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-14ab378f9436,Marker Market,Торговля и рынки,stationery/household goods store,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Stationery and household-goods retailer founded in 1995,markermarket.uz,https://markermarket.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-3e1b5b9ad36f,LC Waikiki,Торговля и рынки,international clothing chain (Turkish brand),Стрит-ритейл (street_retail) (38 объектов найдено),"multiple (Chig'atoy, Mirzo-Ulugbek/Riviera area, etc.)",,,,"Multiple Tashkent branches incl. Park Magic City (Babur St. 174/5), TC Atlas Chimgan, TC Chig'atoy, TC Riviera",be-in.ru,https://www.be-in.ru/network/5581-lc-waikiki-address/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-5fd3c7d8b8a0,Elpa,Торговля и рынки,clothing boutique,Стрит-ритейл (street_retail) (38 объектов найдено),Yakkasaray (Shota Rustaveli St. 45),,,,"Street-level clothing boutique on Shota Rustaveli St., open daily 10:00-20:00",2GIS,https://2gis.uz/tashkent/firm/70000001075784334,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-49aa1963c9d6,Kanishka,Торговля и рынки,leather & fur goods store,Стрит-ритейл (street_retail) (38 объектов найдено),Shota Rustaveli street,,,,Specialized leather- and fur-goods shop on Shota Rustaveli St.,Yandex Maps,https://yandex.ru/maps/org/kanishka/65621970218/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-681bd0e6a5ad,NCS,Торговля и рынки,men's clothing brand,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Marketed as 'European quality in your wardrobe' men's clothing brand present in Tashkent,be-in.ru,https://www.be-in.ru/network/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2bb7d8d18643,Baby&Co,Торговля и рынки,children's clothing brand,Стрит-ритейл (street_retail) (38 объектов найдено),,,,,Natural/organic children's clothing brand described as made 'with the soul of Uzbekistan',be-in.ru,https://www.be-in.ru/network/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-1b7c18127c77,Чорсу базар (Chorsu Bazaar),Торговля и рынки,"traditional covered/open bazaar, food+spices+crafts",markets (16 объектов найдено),"Старый город / Шайхантаурский-Алмазарский район (Old City, near Khast-Imam / Chorsu metro)",,,,"One of the oldest and largest bazaars in Central Asia (site used for over 2000 years); iconic Soviet-built blue dome with meat/dairy on ground floor and spices/dried fruit/tourist goods above; famous food-stall rows selling somsa, khanum, shashlik. Open daily ~7:00-18:00.",ru.wikipedia.org,"https://ru.wikipedia.org/wiki/Чорсу_(базар,_Ташкент)",Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-6d5933d02937,Алайский базар (Alay / Oloy Bazaar),Торговля и рынки,traditional retail bazaar,markets (16 объектов найдено),"City center, near Amir Temur Square / Abdulla Qodiriy metro station",,,,"Roughly 150 years old, dating to the Russian-built part of the city; known for fresh produce, dried fruit, imported goods and a gold-trading row. Modern covered halls added over time. Open daily ~8:00-20:00.",centralasia-travel.com,https://www.centralasia-travel.com/ru/countries/uzbekistan/places/bazaars/alay_bazaar,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-381172e7456c,Мирабадский (Госпитальный) базар,Торговля и рынки,district food/retail bazaar,markets (16 объектов найдено),Мирабадский район (Mirabad district),,,,"Also called ""Gospitalny"" (Hospital) bazaar because a 19th-century military hospital once stood on the site; a major everyday produce/goods market for central Tashkent.",uz.sputniknews.ru,https://uz.sputniknews.ru/20231118/top-5-bazarov-tashkenta-41080719.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-6caba6051d52,Куйлюк базар (Kuylyuk Bazaar),Торговля и рынки,large mixed market (food + clothing + construction sectors),markets (16 объектов найдено),"Бектемирский район, на пересечении Бектемирского шоссе и Большой кольцевой дороги (Bektemir district, Bektemir highway / Tashkent Ring Road junction)",,,,"One of the largest and busiest markets in the capital, built in Soviet times and greatly expanded since; combines a wholesale/retail food market with separate clothing and construction-materials sections.",2GIS,https://2gis.uz/tashkent/firm/70000001038051332,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-0e57024d2649,Абу Сохий (Abu Sakhiy Market),Торговля и рынки,large wholesale market,markets (16 объектов найдено),"Чиланзарский район, проспект Бунёдкор, 156А (Chilanzar district)",,,,"One of the largest wholesale markets in the capital, reported to cover 60+ acres with roughly 3,000 trading points; sells produce, meat, dairy, spices and prepared national food.",2GIS,https://2gis.uz/tashkent/firm/70000001038443805,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-ed02999d8327,Ипподромный рынок (Hippodrome Market),Торговля и рынки,wholesale/retail clothing & textile market,markets (16 объектов найдено),near the Tashkent Hippodrome,,,,Described by shoppers as the largest clothing/textile wholesale-retail market in Uzbekistan.,irecommend.ru,https://irecommend.ru/content/samyi-bolshoi-veshchevoi-rynok-uzbekistana-chto-ya-zdes-pokupayu,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-bd2a6e23b5e9,Фархадский базар (Farkhad Bazaar),Торговля и рынки,produce market,markets (16 объектов найдено),"Учтепинский район, улицы Лутфи и Фархадская (Uchtepa district)",,,,"Opened in 1971; long considered the cheapest produce/food market in Tashkent for fruit, vegetables and berries. The new SCOPUS Mall (hybrid auto-service + retail complex) opened nearby in Uchtepa in April 2026.",spot.uz,https://www.spot.uz/ru/2026/04/09/scopus-mall/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-d21d2fa78a27,Урикзар / Караван базар (Urikzar / Karavan Bazaar),Торговля и рынки,large multi-sector wholesale market,markets (16 объектов найдено),not specified in sources,,,,"Historically known as the cheapest food market in Tashkent; organized into construction, food, machinery/electronics, and carpet/clothing sectors — large enough that shoppers describe needing a full day to cover just the food sector.",Google Maps,https://www.google.com/search?q=%D0%9A%D1%83%D0%B9%D0%BB%D1%8E%D0%BA+%D0%B1%D0%B0%D0%B7%D0%B0%D1%80+%D0%90%D0%B1%D1%83+%D0%A1%D0%BE%D1%85%D0%B8%D0%B9+%D0%98%D0%BF%D0%BF%D0%BE%D0%B4%D1%80%D0%BE%D0%BC%D0%BD%D1%8B%D0%B9+%D1%80%D1%8B%D0%BD%D0%BE%D0%BA+%D0%A4%D0%B0%D1%80%D1%85%D0%B0%D0%B4%D1%81%D0%BA%D0%B8%D0%B9+%D0%A3%D1%80%D0%B8%D0%BA%D0%B7%D0%BE%D1%80+%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82+%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-fee98341cb51,"Янгиабад / Тезиковка (Yangiabad Flea Market / ""Tezikovka"")",Торговля и рынки,flea market / antiques market,markets (16 объектов найдено),"Янгиабадский массив (Yangiobod), between Kuylyuk and Rissovy bazaars",,,,"Reputed to be the largest flea market in the post-Soviet space; sections for antiques/Soviet memorabilia, new goods, food, and live animals/birds (incl. a dog section). Open weekends only (Sat-Sun), closed Mondays. Covers roughly 2 sq km by some accounts.",daryo.uz,https://daryo.uz/en/category/uzbekistan/tmgdwcaoci0g/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-4333584e975d,Аския дехкон бозори (Askiya Dehqon Bozori),Торговля и рынки,farmers'/produce market,markets (16 объектов найдено),"Яккасарайский район, ул. Шота Руставели, 52А (Yakkasaray district, near Saodat shopping center)",,,,"Existing open-air farmers market slated for a major $150M redevelopment into a modern 'eco-bazaar' complex with an attached shopping center and four-star hotel, per late-2024 city planning coverage.",gazeta.uz,https://www.gazeta.uz/ru/2024/11/19/askiya/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2aad26eaf31c,Паркентский рынок (Parkent Bazaar),Торговля и рынки,district produce market,markets (16 объектов найдено),"Юнусабадский район, ул. Паркентская (Yunusabad district)",,,,"Fresh-produce neighborhood market in one of Tashkent's most densely populated districts; sells seasonal fruit/vegetables, meat, dairy and cheeses from local producers.",2GIS,https://2gis.uz/tashkent/search/%D0%9F%D0%B0%D1%80%D0%BA%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D1%80%D1%8B%D0%BD%D0%BE%D0%BA,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-8a696d65ba2b,Юнусабадский рынок (Yunusabad Bazaar),Торговля и рынки,district bazaar,markets (16 объектов найдено),Юнусабадский район (Yunusabad district),,,,"District market reported to be undergoing reconstruction investment, with plans for a modern multi-level trading complex.",uzum.uz,https://uzum.uz/media/rynki-tashkenta/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-0dbf95845fae,Сергели дехкон бозори (Sergeli Dehqon Bozori),Торговля и рынки,farmers'/produce market,markets (16 объектов найдено),"Сергелийский район, ул. Янги Сергели, 6 (Sergeli district)",,,,District farmers' market in southern Tashkent; a separate Sergeli car-parts/vehicle market ('Сергели машины базар') is also listed in local directories for the same district.,Yandex Maps,https://yandex.com/maps/org/sergeli_dekhkon_bozori/94911643110/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-5f6c8d448d33,Ширин дехкон бозори (Shirin Dehqon Bozori),Торговля и рынки,farmers'/produce market,markets (16 объектов найдено),Мирзо-Улугбекский район (Mirzo-Ulugbek district),,,,"Agricultural/farmers' market serving the Mirzo-Ulugbek district, operating roughly 8:00-20:00 per directory listings.",YellowPages,https://www.yellowpages.uz/en/rubric/markets/tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-88a75c44746a,Tashkent INDEX (Индекс базар),Торговля и рынки,multi-profile wholesale/retail trade & production complex,markets (16 объектов найдено),not specified in source (self-described as a large multi-profile market),,,,"Described on its own site as a 72-hectare multi-profile market/industrial-commercial park with 3,000+ retail units and about 130 production facilities — larger and more industrial in character than a classic open-air bazaar.",indexbozor.uz,https://indexbozor.uz/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-44d6aeb9df50,Бек Топи (Bek To'pi Trade Complex),Торговля и рынки,"trade complex, name found in directory listings",markets (16 объектов найдено),not specified in sources found,,,,"Surfaced alongside Askiya/Aviasozlar Dehkon Bozori in Yellow Pages Uzbekistan's Tashkent markets rubric; included here only as a name lead — details not independently corroborated in this research pass, should be verified before seeding.",YellowPages,https://www.yellowpages.uz/en/rubric/markets/tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-98592bac9f5a,Caravan (Караван),F&B,"Uzbek national cuisine, standalone, live music",restaurants (27 объектов найдено),,,,,Billed as the first Uzbek national-cuisine restaurant opened in Tashkent (20+ years old); Uzbek-style decor with Gijduvan ceramic tile; located near the Israeli Embassy on ul. Makhmuda Tarabi 22; cited as ranking among top-10 CIS restaurants.,advantour.com,https://www.advantour.com/rus/uzbekistan/tashkent/restaurants/caravan-main.htm,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-aeb945d32059,Afsona (Афсона),F&B,"Modern Uzbek cuisine, 2+ branches",restaurants (27 объектов найдено),,,,,"Modern take on Uzbek cuisine (plov, samsa, manty, dolma) in a contemporary space with tandoor-style decor; branches at ul. Tarasa Shevchenko 30 and ul. Bilimdon 18; TripAdvisor rating 4.3, listed in top-12 Tashkent restaurants.",advantour.com,https://www.advantour.com/rus/uzbekistan/tashkent/restaurants/afsona.htm,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-797241313a79,Besh Qozon (Beshqozon) Central Asian Plov Center,F&B,"Plov-center chain, Uzbek cuisine",restaurants (27 объектов найдено),Yunusabad,,,,"Main branch sits at the foot of the Tashkent TV Tower (ul. Iftihor 1); cooks roughly 10 tons of plov daily in giant open-air kazans, serving up to 1,000 people per pot; additional branches confirmed on Sergeli, Yangi Sergeli, Aklan and Glinka streets; a major tourist draw.",centralasia-travel.com,https://www.centralasia-travel.com/ru/countries/uzbekistan/places/tashkent/plov_center,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-199fe8b09fb2,Sette Restaurant & Bar,F&B,Hotel restaurant - Italian (Hyatt Regency Tashkent),restaurants (27 объектов найдено),,,,,Rooftop-style dining on the 7th floor of Hyatt Regency Tashkent; indoor dining room plus outdoor terrace with city views; wood-fired-oven pizzas and pastas.,hyattrestaurants.com,https://www.hyattrestaurants.com/en/tashkent/restaurant/sette-restaurant-bar,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-d5232732e6f0,Khiva Restaurant,F&B,Hotel restaurant - Khorezm/Uzbek cuisine (Hyatt Regency Tashkent),restaurants (27 объектов найдено),,,,,High-end dining at Hyatt Regency Tashkent; signature feature is a char-grilled Kazan/Tandir oven producing fresh bread and traditional plov.,hyatt.com,https://www.hyatt.com/hyatt-regency/en-US/tasrt-hyatt-regency-tashkent/dining,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-7bdc95a973c8,Affresco,F&B,Italian restaurant,restaurants (27 объектов найдено),,,,,"Frequently cited as among the best Italian restaurants in Tashkent; wide range of pizzas, pastas and wines; described as doubling as a gallery-like space with notable interior art; address given as Matbuotchilar St. 9.",wanderlog.com,https://wanderlog.com/list/geoCategory/52712/best-italian-restaurants-in-tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-1c096dea53c8,Syrovarnya (Сыроварня),F&B,Italian restaurant chain (Tashkent outpost of a Russian chain),restaurants (27 объектов найдено),,,,,Tashkent branch of the popular Russian 'Syrovarnya' Italian-restaurant chain; industrial-chic hall with high ceilings; the only Tashkent restaurant with an on-site full-cycle cheese-production facility visible to diners; address given as Shakhrisabz St. 31B.,wanderlog.com,https://wanderlog.com/list/geoCategory/52712/best-italian-restaurants-in-tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-bf82555e973f,Gruzinskiy Dvorik (Georgian Yard),F&B,Georgian cuisine,restaurants (27 объектов найдено),,,,,"Well-known Georgian-cuisine restaurant in Tashkent, noted for a warm, hospitable atmosphere and authentic Georgian dishes.",tourcentralasia.com,https://tourcentralasia.com/uzbekistan/best-restaurants-in-tashkent-uzbekistan/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-21295d312f8c,Navat,F&B,Central Asian chain (also present in Almaty and Bishkek),restaurants (27 объектов найдено),,,,,Regional Central Asian restaurant chain offering modern twists on traditional Central Asian dishes; part of a multi-city network beyond Tashkent.,tourcentralasia.com,https://tourcentralasia.com/uzbekistan/best-restaurants-in-tashkent-uzbekistan/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-9e4df253935c,Hilton Tashkent City restaurant,F&B,Hotel restaurant - Pan-Asian / Uzbek-European,restaurants (27 объектов найдено),,,,,"Hotel dining venue at Hilton Tashkent City; one outlet reported on the 21st floor with pan-Asian cuisine and skyline views, another on the ground floor serving Uzbek & European fare overlooking the Congress Center terrace.",hilton.com,https://www.hilton.com/en/hotels/tastchi-hilton-tashkent-city/dining/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-3fa60cc1f2c1,SmokeLab,F&B,Restaurant/lounge,restaurants (27 объектов найдено),,,,,"Described in map-review aggregation as a restaurant known for its music, interior and premium atmosphere for evening dining.",Yandex Maps,https://yandex.com/maps/10335/tashkent/category/restaurant/184106394/filter/best_rating/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-bc8939faf551,Cake Lab,F&B,Restaurant / breakfast spot,restaurants (27 объектов найдено),,,,,Surfaced among Tashkent's higher-rated dining venues; noted for a large breakfast selection.,Yandex Maps,https://yandex.com/maps/10335/tashkent/category/restaurant/184106394/filter/best_rating/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-84b8b2cef788,Bon! (BON!),F&B,French-style coffeehouse & patisserie chain,restaurants (27 объектов найдено),,,,,"Chain of coffeehouse/confectionery venues; sources indicate around 21 branches across Tashkent, including a location on Prospekt Beruni 12.",2GIS,https://2gis.uz/tashkent/firm/70000001044930229,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-53644b5c8e2e,Black Bear Coffee (Blackbear Kofi),F&B,Local coffee chain,restaurants (27 объектов найдено),,,,,"Tashkent-based coffee-shop network offering espresso, coffee drinks and pastries across multiple locations.",foodcost.uz,https://foodcost.uz/reviews/set-kofeen-black-bear-coffee-uzbekistan-tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-730399633b06,Safia Cafe & Bakery,F&B,Cafe/bakery chain,restaurants (27 объектов найдено),,,,,"Widely recommended local chain known for fresh pastries, cakes and cookies in a bright, cozy setting.",tourcentralasia.com,https://tourcentralasia.com/uzbekistan/best-restaurants-in-tashkent-uzbekistan/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-c84b469ed557,Costa Coffee,F&B,International coffee chain (UK),restaurants (27 объектов найдено),,,,,International chain that entered the Tashkent market with a central-city branch near Ecopark; reported plans for at least three Tashkent/Uzbekistan locations.,afisha.uz,https://www.afisha.uz/ru/restaurants/2023/07/14/costa-coffee,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-2258fb384875,Minor Somsa (Минор Сомса),F&B,Somsa cafe chain,restaurants (27 объектов найдено),Mirzo-Ulugbek,,,,Local cafe chain specializing in somsa (baked savory pastries); a branch is located on ul. Mirzo Ulugbeka 69.,YellowPages,https://www.yellowpages.uz/en/rubric/restaurants/tashkent/mirzo-ulugbek,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-5e8ac246c6a0,GŌSHT,F&B,Burger & grill restaurant,restaurants (27 объектов найдено),Mirabad,,,,"Trendy gourmet burger-and-grill restaurant in Mirabad district; known for its 'Meat Dukka' burger; modern, cozy ambiance.",wanderlog.com,https://wanderlog.com/list/geoCategory/38433/best-fast-food-restaurants-in-tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-cbd9737d8a31,Les Ailes - Oybek,F&B,Fast-food cafe chain,restaurants (27 объектов найдено),,,,,"Popular fast-food cafe outlet known for chicken nuggets, fries, salads, burgers, hot dogs and lavash at affordable prices.",wanderlog.com,https://wanderlog.com/list/geoCategory/38433/best-fast-food-restaurants-in-tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-1d7340fabac6,KFC,F&B,International fast-food chain (US),restaurants (27 объектов найдено),,,,,"Multiple Tashkent locations confirmed, including a 24-hour outlet on Istiqbol St. 17 (near Compass Mall/Compass Cinema) and one on Beruniy St. 41.",Yandex Maps,https://yandex.com/maps/org/kfc/154270047854/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-d80f2d966d60,EVOS,F&B,Fast-food chain,restaurants (27 объектов найдено),,,,,Regional fast-food chain reported to have around 41 locations in Tashkent and 59 across Uzbekistan.,GoldenPages,https://www.goldenpages.uz/en/rubrics/?Id=3742,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-d6d1a9ea482e,Wendy's,F&B,International fast-food chain (US),restaurants (27 объектов найдено),Tashkent City,,,,Opened as a gastronomic tenant of the new Tashkent City Mall (Botyr Zakirov St. 7) alongside other international QSR brands.,gazeta.uz,https://www.gazeta.uz/ru/2024/03/04/tashkent-city-mall/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-93f95d520eb9,Papa John's,F&B,International pizza chain (US),restaurants (27 объектов найдено),Tashkent City,,,,Confirmed gastronomic tenant of Tashkent City Mall.,gazeta.uz,https://www.gazeta.uz/ru/2024/03/04/tashkent-city-mall/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-0c4f6af2fe56,Hardee's,F&B,International fast-food chain (US),restaurants (27 объектов найдено),Tashkent City,,,,Confirmed gastronomic tenant of Tashkent City Mall.,gazeta.uz,https://www.gazeta.uz/ru/2024/03/04/tashkent-city-mall/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-1f622bca7c42,Pizza Hut,F&B,International pizza chain (US),restaurants (27 объектов найдено),Tashkent City,,,,Confirmed gastronomic tenant of Tashkent City Mall.,gazeta.uz,https://www.gazeta.uz/ru/2024/03/04/tashkent-city-mall/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-c2bcd4caf829,Golden River,F&B,Restaurant (European/national cuisine),restaurants (27 объектов найдено),Yunusabad,,,,"Named restaurant located on ul. Niyozbek yuli 2 in Yunusabad district, surfaced via directory-style search of the district's dining venues.",GoldenPages,https://www.goldenpages.uz/en/rubrics/?Id=3473,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-27507b80c077,Brasserie,F&B,Restaurant,restaurants (27 объектов найдено),,,,,"Restaurant listed on 2GIS at Prospekt Amira Temura 107a, near Amir Temur Square, a central dining/hospitality corridor.",2GIS,https://2gis.uz/tashkent/firm/70000001037878249,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-130a7a90970b,Bon!,F&B,chain (French-style café/patisserie),Кафе и кофейни (cafes) (20 объектов найдено),"citywide — branches incl. Mirzo-Ulugbek, Shaykhantahur",,,,"Large chain, ~30 branches across Tashkent; coffee, tea, smoothies, juices, desserts.",2GIS,https://2gis.uz/tashkent/branches/70000001036339557,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
RQ-1c314fd0b785,Coffee Boom,F&B,"chain (regional, also present in Kazakhstan)",Кафе и кофейни (cafes) (20 объектов найдено),Mirabad / city center,,,,"Branches on Taras Shevchenko 21a and Mirabad 9a; hot/cold coffee, breakfasts, 60+ dessert types.",2GIS,https://2gis.uz/tashkent/firm/70000001049186178,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Средний,2026-07-19
